pool,aug_type,n,content_q_mean,content_q_p10,content_q_p50,content_q_p90,risk_q_mean,risk_q_p10,risk_q_p50,risk_q_p90,artifact_score_mean,physio_score_mean
riskmixed,ALL,10000,0.5000000001024455,0.0999999985098848,0.4999999850988388,0.9000000178813972,0.5000000001024455,0.0999999985098848,0.4999999850988388,0.9000000178813972,4.084940974982735,0.5000000001024455
riskmixed,emg_like_burst,1000,0.5140707077840343,0.1111111119389534,0.5151515007019043,0.9000000178813936,0.36287878795713185,0.20202019810676575,0.3333333432674408,0.5656565427780151,28.991750192761423,0.7069999994635582
riskmixed,frequency_mixup,1000,0.5206666661910713,0.1111111119389534,0.5252525210380554,0.9191918969154358,0.5987474742829799,0.4848484992980957,0.5858585834503174,0.7272727489471436,1.1468006414249539,0.39201010145246984
riskmixed,same_class_frequency_mixup,1000,0.5213535354547203,0.09090909361839294,0.5252525210380554,0.9292929172515869,0.6750101000964641,0.5353535413742065,0.6767676472663879,0.808080792427063,1.1365235757231713,0.318313131660223
riskmixed,strong_frequency_mask,1000,0.49309090949967505,0.09090909361839294,0.49494948983192444,0.8989899158477783,0.46881818152964116,0.14141413569450378,0.4141414165496826,0.9898989796638489,1.1419767526118085,0.5194343427261338
riskmixed,weak_amplitude_scaling,1000,0.5196666669622063,0.12121212482452393,0.5252525210380554,0.9090909361839294,0.7420808072984219,0.5757575631141663,0.7676767706871033,0.8888888955116272,2.4415463508963584,0.257070707263425
riskmixed,weak_frequency_mask,3000,0.5063535352339968,0.10101009905338287,0.5050504803657532,0.9090909361839294,0.4189124586870894,0.13131313025951385,0.34343433380126953,0.9292929172515869,1.165310709486405,0.5667777776404594
riskmixed,weak_time_shift,1000,0.45786868753004817,0.08080808073282242,0.4545454680919647,0.8484848737716675,0.0488484848504886,0.00909090908244258,0.05050504952669144,0.09090909361839294,1.3103138090893627,0.9545454561710358
riskmixed,wrong_class_frequency_mixup,1000,0.454222221900709,0.05050504952669144,0.4444444477558136,0.8787878751754761,0.8468787889480591,0.6969696879386902,0.8787878751754761,0.9595959782600403,1.1845662988610566,0.15129292936623095
